AT1G01010	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01020	21	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
AT1G01030	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01040	72	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
AT1G01050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060	59	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
AT1G01070	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G01080	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01090	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01110	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01120	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01140	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01150	77	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AT1G01160	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01180	19	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0
AT1G01190	32	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
AT1G01200	9	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
AT1G01210	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01220	30	2	0	0	0	0	0	0	4	0	0	0	0	2	2	0	0	0	0	0	0
AT1G01225	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01230	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01240	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01250	9	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G01260	26	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G01280	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01290	26	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G01300	9	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01305	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01310	17	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G01320	81	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AT1G01340	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01350	12	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01355	39	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01360	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G01370	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01380	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01390	45	3	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01400	60	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01410	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01420	47	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0
AT1G01430	43	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01440	59	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01460	16	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G01470	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01480	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01490	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01510	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01530	67	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01540	24	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01550	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01560	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01570	22	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	0
AT1G01580	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01590	59	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1
AT1G01600	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01610	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01620	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01630	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G01640	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G01650	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01660	17	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AT1G01680	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AT1G01690	32	3	1	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	1
AT1G01710	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01720	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01725	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01730	16	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
AT1G01750	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01760	44	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
AT1G01770	28	0	1	0	0	0	0	0	0	3	2	5	1	0	0	0	0	0	0	0	0
AT1G01780	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01790	57	0	3	0	0	0	0	0	1	3	5	8	2	1	0	0	0	0	0	0	0
AT1G01800	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01810	23	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01820	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01830	17	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01840	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G01860	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01900	42	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G01910	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G01920	56	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01930	35	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0
AT1G01940	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01950	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01960	36	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
AT1G01970	21	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G01980	18	6	3	0	0	1	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0
AT1G01990	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02000	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02010	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02020	54	3	1	2	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	1
AT1G02040	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02050	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02060	60	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AT1G02065	24	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G02070	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02074	24	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
AT1G02080	120	6	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
AT1G02090	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02100	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G02110	35	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G02120	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02130	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02140	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02145	15	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G02150	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02160	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02170	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02180	16	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AT1G02190	72	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02205	36	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02220	61	9	3	0	4	3	4	0	0	0	0	0	1	0	0	3	4	2	1	1	4
AT1G02230	61	1	1	0	0	1	1	1	0	0	0	0	0	0	0	3	1	2	0	0	0
AT1G02260	24	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AT1G02270	21	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G02280	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02290	59	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G02300	32	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02305	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
AT1G02310	19	2	1	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	2
AT1G02330	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02335	6	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02340	72	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02360	15	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02370	35	1	1	0	1	8	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
AT1G02380	18	0	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
AT1G02390	36	1	2	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G02400	16	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G02405	22	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02410	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02420	18	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02430	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02450	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02460	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G02470	14	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02475	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT1G02510	14	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
AT1G02530	81	4	3	1	1	2	1	1	0	0	1	1	0	1	0	0	2	1	0	1	3
AT1G02550	14	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AT1G02560	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02570	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G02580	91	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G02610	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G02630	11	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G02640	15	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02650	32	2	0	1	0	1	0	0	3	0	1	0	0	1	0	0	0	0	0	0	1
AT1G02660	36	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02680	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02700	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02720	6	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G02730	23	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02740	16	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02750	21	0	0	0	0	0	0	3	1	0	0	0	1	1	1	1	0	0	0	0	0
AT1G02780	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02790	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02800	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G02810	18	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02813	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02816	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02820	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G02840	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02850	35	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02860	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02870	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
