AT1G01010	96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01020	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G01030	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01040	72	2	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060	59	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01070	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G01080	23	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G01090	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01110	22	0	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
AT1G01120	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01140	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01150	77	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01160	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01170	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G01180	19	5	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2
AT1G01190	31	0	3	0	0	0	0	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
AT1G01200	9	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01210	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01220	30	2	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0
AT1G01225	9	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01230	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01240	30	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01250	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01260	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01280	27	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01290	26	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G01300	10	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01305	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01310	17	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G01320	81	7	5	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT1G01340	25	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01350	12	3	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01355	40	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01360	10	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01370	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01380	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01390	45	1	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01400	60	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G01410	35	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01420	47	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
