AT1G01010	61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01020	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
AT1G01030	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G01040	157	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01050	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060	49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01070	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
AT1G01080	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01090	55	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01110	23	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01120	51	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01140	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01150	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01160	28	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01170	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01180	29	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AT1G01190	56	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AT1G01200	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G01210	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01220	108	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01225	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01230	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01240	27	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01250	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G01260	68	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
AT1G01280	55	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G01290	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01300	53	3	1	0	2	0	0	0	0	0	0	0	0	0	0	1	3	1	0
AT1G01305	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01310	12	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
AT1G01320	122	2	2	9	0	0	0	0	0	0	0	0	0	0	1	0	8	0	1
AT1G01340	62	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01350	35	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1
AT1G01355	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01360	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G01370	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01380	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01390	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G01400	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01410	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01420	36	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01430	39	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01440	56	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
