AT1G01010	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01020	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01030	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01040	72	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01060	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01070	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01080	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01090	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01110	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01120	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01140	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01150	77	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01160	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01180	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01190	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01200	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01210	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01220	35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01225	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01230	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01240	30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01250	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01260	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01280	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01290	26	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G01300	9	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2
AT1G01305	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01310	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01320	83	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01340	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01350	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01355	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01360	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01370	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01380	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01390	45	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0
AT1G01400	61	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G01410	35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G01420	48	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
AT1G01430	44	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AT1G01440	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01460	16	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT1G01470	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01480	17	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
AT1G01490	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01510	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01530	67	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
AT1G01540	24	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G01550	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01560	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01570	22	0	1	0	3	0	0	0	1	1	0	0	1	0	0	0	0
AT1G01580	27	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01590	59	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT1G01600	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01610	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01620	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01630	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G01640	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01650	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01660	18	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G01680	20	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
AT1G01690	32	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0
AT1G01710	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G01720	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01725	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01730	17	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
AT1G01750	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01760	45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01770	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G01780	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01790	68	2	0	0	3	1	0	0	0	0	0	0	3	0	0	0	0
AT1G01800	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01810	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01820	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01830	17	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
AT1G01840	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01860	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01900	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01910	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01920	56	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G01930	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01940	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01950	13	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G01960	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01970	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01980	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01990	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02000	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02010	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G02020	56	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
AT1G02040	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02050	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02060	61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02065	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02070	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G02074	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AT1G02080	121	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G02090	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02100	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G02110	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02120	32	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G02130	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02140	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02145	15	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
AT1G02150	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02160	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02170	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02180	16	0	1	1	1	0	1	0	0	0	0	3	0	2	0	1	0
AT1G02190	72	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02205	36	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G02220	61	2	0	0	1	1	9	0	0	0	0	13	3	1	0	1	0
AT1G02230	60	2	0	0	0	6	1	0	0	0	0	6	0	0	0	0	2
AT1G02260	23	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
AT1G02270	21	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G02280	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02290	59	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02300	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02305	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02310	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02330	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02335	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G02340	72	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G02360	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G02370	37	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02380	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
AT1G02390	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G02400	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02405	22	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G02410	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02420	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02430	24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02450	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02460	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G02470	14	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02475	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
AT1G02510	14	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
AT1G02530	79	12	0	2	4	1	0	0	0	0	0	0	6	2	0	0	3
AT1G02550	14	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0
AT1G02560	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02570	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
AT1G02580	91	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
AT1G02610	11	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
AT1G02630	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02640	15	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
AT1G02650	31	4	0	0	0	5	2	0	0	0	0	0	4	0	0	0	0
AT1G02660	36	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
AT1G02680	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02700	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02720	6	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
AT1G02730	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02740	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02750	21	0	9	0	0	0	0	0	0	0	0	0	0	4	0	1	0
AT1G02780	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02790	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02800	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02810	18	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G02813	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02816	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02820	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G02840	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02850	35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02860	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G02870	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02880	20	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02890	73	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3
AT1G02900	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02910	18	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G02920	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02930	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02940	18	2	0	1	3	0	1	1	0	0	2	0	0	0	0	0	0
AT1G02950	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02960	52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02970	22	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0
AT1G02980	149	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
AT1G02990	129	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
AT1G03000	52	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0
AT1G03010	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03020	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03030	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03040	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03050	20	0	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0
AT1G03055	8	1	1	0	0	1	3	0	0	0	0	2	0	0	0	0	0
AT1G03060	77	3	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0
AT1G03070	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AT1G03080	76	2	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0
AT1G03090	26	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G03103	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03110	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03120	30	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G03130	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03140	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03160	44	3	4	0	0	0	0	0	0	0	1	0	2	0	0	0	1
AT1G03170	24	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
AT1G03180	17	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03190	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03210	24	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03220	16	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
AT1G03250	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03260	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03270	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03280	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03290	59	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AT1G03300	54	4	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
AT1G03310	54	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G03320	45	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03340	40	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03350	43	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
AT1G03360	8	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03370	30	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03380	47	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G03390	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03430	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03440	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03445	92	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
AT1G03457	23	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0
AT1G03470	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AT1G03475	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03490	89	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03510	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G03520	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03530	78	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G03540	39	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03550	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03560	27	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
AT1G03590	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03600	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G03610	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03620	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03630	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03650	13	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03680	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03687	24	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AT1G03700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03710	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03720	47	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
AT1G03730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03750	38	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G03760	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03770	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03780	58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G03790	13	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G03800	54	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03810	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03820	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03840	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03850	26	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G03860	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03870	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G03880	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03890	23	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
AT1G03910	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03920	19	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
AT1G03940	33	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0
AT1G03950	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03960	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G03970	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G03980	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03982	54	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
AT1G03990	56	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G04000	22	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
AT1G04010	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04020	60	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
AT1G04030	38	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
